date;numsem;day;sum_trafic_compteur;count_trafic_compteur;mean_trafic_compteur;sum_velo_compteur;count_velo_compteur;mean_velo_compteur;sum_ferre_valid;sum_surface_valid;sum_total_valid;sum_trafic_infra;count_trafic_infra;mean_trafic_infra;varmean_trafic;sum_velo_infra;count_velo_infra;mean_velo_infra;max_temperature_c;min_temperature_c;windspeed_max_kmh;temperature_morning_c;temperature_noon_c;temperature_evening_c;precip_total_day_mm;humidity_max_percent;visibility_avg_km;pressure_max_mb;cloudcover_avg_percent;heatindex_max_c;dewpoint_max_c;windtemp_max_c;weather_code_morning;weather_code_noon;weather_code_evening;total_snow_mm;uv_index;sunhour;opinion;sunset;sunrise;temperature_night_c;weekday;IsWeekend;Mois;Nom_mois;glissmean_velo_compteur;trend_glissmean_90;Typejour
18/07/2021;29;199;25192820.8;79392;317.3219065;118420;16032;7.386477046;1912214;1041128;2953342;69295;1168;59.32791096;0.915972173;63476;923;68.77139762;27;17;18;17;26;27;0;84;10;1024;1.75;28;19;17;116;113;113;0;6;14.5;météo idéale;20:46:00;05:07:00;18;Sunday;True;7;July;9.711204607;88.5;Vacances scolaires
19/07/2021;29;200;28609526.6;79392;360.3578018;165205;16032;10.30470309;3624246;2298890;5923136;70024;1328;52.72891566;1.09219402;75073;923;81.33586132;25;17;19;17;24;24;0;74;10;1021;19;26;19;17;116;116;116;0;6;14.5;météo favorable;20:45:00;05:08:00;19;Monday;False;7;July;9.563025159;88.62222222;Vacances scolaires
20/07/2021;29;201;28487069.7;79392;358.815368;189280;16032;11.80638723;3721784;2296849;6018633;73703;1319;55.87793783;1.075537652;83865;922;90.95986985;25;17;15;17;24;24;0;77;10;1021;1.75;26;16;17;116;113;113;0;6;14.5;météo idéale;20:44:00;05:09:00;18;Tuesday;False;7;July;9.516642119;88.74444444;Vacances scolaires
21/07/2021;29;202;28257577.5;79392;355.9247468;199375;16032;12.43606537;3744659;2302052;6046711;75444;1382;54.59044863;1.069845952;85606;917;93.35441658;28;19;14;20;26;27;0;72;10;1022;4.375;28;17;20;116;116;116;0;6;14.5;météo favorable;20:43:00;05:10:00;19;Wednesday;False;7;July;9.643686417;88.86666667;Vacances scolaires
22/07/2021;29;203;29426495.2;79392;370.6481157;200361;16032;12.49756737;3790092;2305523;6095615;80805;1370;58.98175182;1.106528529;84398;915;92.23825137;29;19;14;19;28;27;0;77;10;1022;10.375;29;18;19;116;116;116;0;7;14.5;météo favorable;20:42:00;05:11:00;20;Thursday;False;7;July;9.783038761;88.98888889;Vacances scolaires
23/07/2021;30;204;29854001.6;79392;376.0328698;173828;16032;10.84256487;3591709;2268448;5860157;78034;1368;57.04239766;1.132531768;75412;931;81.00107411;28;20;21;20;27;27;1;77;10;1018;39.375;28;20;20;113;116;116;0;6;14.5;météo favorable;20:41:00;05:13:00;20;Friday;False;7;July;9.798371;89.11111111;Vacances scolaires
24/07/2021;30;205;26958618.3;79392;339.5634107;135237;16032;8.435441617;2501181;1528544;4029725;72255;1275;56.67058824;1.004372031;68327;947;72.15100317;26;20;13;20;25;25;1.9;86;9.375;1010;63;26;19;20;353;176;116;0;6;11.5;météo correcte;20:40:00;05:14:00;21;Saturday;True;7;July;9.830773936;89.23333333;Vacances scolaires
25/07/2021;30;206;25002914.9;79392;314.9299035;82853;16032;5.167976547;1601474;967806;2569280;65278;1177;55.4613424;0.921207415;39449;924;42.69372294;22;17;17;17;21;22;8.1;81;8.625;1010;77.25;25;16;17;116;353;353;0;6;9.5;météo défavorable;20:38:00;05:15:00;19;Sunday;True;7;July;9.716963251;89.65555556;Vacances scolaires
26/07/2021;30;207;27212038.8;79392;342.7554262;124745;16032;7.781000499;3376128;2153579;5529707;70793;1311;53.99923722;1.025189107;50534;913;55.34939759;24;16;13;16;23;24;3.1;91;9.875;1013;59.625;26;16;16;116;116;353;0;5;11.5;météo correcte;20:37:00;05:16:00;16;Monday;False;7;July;9.470568943;89.76666667;Vacances scolaires
27/07/2021;30;208;27415465.8;79392;345.3177373;121413;16032;7.573166168;3629730;2250723;5880453;73435;1242;59.12640902;1.016082922;49398;925;53.40324324;24;18;18;18;24;23;0.8;81;9.75;1013;56.25;25;15;18;116;116;200;0;6;11.5;météo correcte;20:36:00;05:18:00;19;Tuesday;False;7;July;9.381641958;89.87777778;Vacances scolaires
28/07/2021;30;209;28092991.2;79392;353.8516626;166056;16032;10.35778443;3584685;2284018;5868703;77561;1305;59.43371648;1.045290396;73113;933;78.36334405;22;15;19;16;21;22;0.3;85;10;1014;74.25;25;15;16;176;119;176;0;5;10.5;météo défavorable;20:34:00;05:19:00;16;Wednesday;False;7;July;9.378372288;89.98888889;Vacances scolaires
29/07/2021;30;210;29017707.6;79392;365.4991385;172827;16032;10.78012725;3591552;2273925;5865477;78995;1283;61.5705378;1.079056666;74852;927;80.74649407;24;16;14;16;22;24;0;75;10;1015;14.25;25;12;16;116;116;116;0;6;14.5;météo favorable;20:33:00;05:20:00;17;Thursday;False;7;July;9.489096404;90.1;Vacances scolaires
30/07/2021;31;211;29055830.7;79392;365.9793266;146093;16032;9.112587325;3394908;2207447;5602355;77082;1308;58.93119266;1.09013214;65841;938;70.19296375;19;14;19;16;19;18;1.7;71;9.875;1014;52.25;19;14;16;116;116;353;0;5;11.5;météo favorable;20:32:00;05:22:00;17;Friday;False;7;July;9.488834831;90.21111111;Vacances scolaires
31/07/2021;31;212;25694723.1;79392;323.6437311;116236;16032;7.250249501;2400920;1503457;3904377;67683;1243;54.45132743;0.955730579;58685;946;62.03488372;23;15;15;15;22;22;0;78;10;1013;31.375;24;12;15;116;116;116;0;6;14.5;météo favorable;20:30:00;05:23:00;16;Saturday;True;7;July;9.446341189;90.32222222;Vacances scolaires
01/08/2021;31;213;23900814.2;79392;301.0481434;105710;16032;6.593687625;1477814;860768;2338582;61980;1143;54.22572178;0.876309037;52870;940;56.24468085;22;15;13;15;21;21;0.2;80;10;1013;46.875;24;13;15;176;116;116;0;4;14.5;météo favorable;20:29:00;05:24:00;16;Sunday;True;8;August;9.3496676;90.82222222;Vacances scolaires
02/08/2021;31;214;24270637.8;79392;305.7063407;112948;16032;7.045159681;2797790;1860488;4658278;64390;1311;49.11517925;0.910991603;47629;920;51.77065217;22;16;15;16;22;21;1.6;80;10;1015;61.875;25;14;16;116;116;353;0;5;11.4;météo correcte;20:27:00;05:26:00;16;Monday;False;8;August;9.136130964;91.56666667;Vacances scolaires
03/08/2021;31;215;23513984.1;79392;296.1757369;120260;16032;7.501247505;3010598;2011830;5022428;66221;1257;52.68178202;0.864491774;53051;906;58.55518764;21;15;12;15;20;20;12.7;93;9.25;1014;69.875;22;15;15;356;353;119;0;4;10.4;météo défavorable;20:26:00;05:27:00;16;Tuesday;False;8;August;8.971609201;92.31111111;Vacances scolaires
04/08/2021;31;216;24529090.9;79392;308.9617455;125316;16032;7.816616766;2970657;2016935;4987592;67277;1245;54.037751;0.905072557;56590;919;61.57780196;22;17;12;17;21;21;0.1;70;10;1013;61.125;24;14;17;116;116;122;0;5;10.4;météo correcte;20:24:00;05:28:00;17;Wednesday;False;8;August;8.916892023;93.05555556;Vacances scolaires
05/08/2021;31;217;24242796.2;76084;318.6319883;122695;16032;7.653131238;2983415;2036082;5019497;68729;1257;54.67700875;0.937135826;54743;915;59.8284153;23;15;18;15;22;21;0.1;81;9.375;1015;58.875;24;12;15;116;116;116;0;5;10.4;météo correcte;20:23:00;05:30:00;15;Thursday;False;8;August;8.970798323;93.8;Vacances scolaires
06/08/2021;32;218;24269239.7;79392;305.6887306;108967;16032;6.796843812;2896435;2022668;4919103;65104;1262;51.58795563;0.902149829;50387;889;56.67829021;22;16;18;16;21;21;1.1;84;10;1007;79.625;24;15;16;176;122;176;0;4;10.4;météo défavorable;20:21:00;05:31:00;16;Friday;False;8;August;8.899193549;94.54444444;Vacances scolaires
07/08/2021;32;219;21891317.6;79392;275.7370717;71358;16032;4.450973054;2099616;1370594;3470210;57963;1194;48.54522613;0.806613379;37150;932;39.86051502;20;16;21;16;20;20;1.5;74;9.875;1007;54;20;13;16;116;116;353;0;5;11.4;météo favorable;20:19:00;05:33:00;16;Saturday;True;8;August;8.724806436;95.28888889;Vacances scolaires
08/08/2021;32;220;20059307.7;79392;252.6615742;86798;16032;5.414046906;1537759;967474;2505233;55618;1084;51.30811808;0.714877733;43526;920;47.31086957;23;14;21;14;21;22;0.1;81;10;1016;50.125;24;12;13;119;116;116;0;4;13.5;météo favorable;20:18:00;05:34:00;15;Sunday;True;8;August;8.468774146;95.58888889;Vacances scolaires
09/08/2021;32;221;21498805.1;79392;270.7930912;96014;16032;5.988897206;2663706;1900417;4564123;56494;1227;46.04237979;0.797946468;43854;905;48.45745856;21;15;18;15;21;19;0.3;75;10;1017;45.125;23;12;14;116;116;353;0;5;12.4;météo favorable;20:16:00;05:35:00;15;Monday;False;8;August;8.234476612;95.83333333;Vacances scolaires
10/08/2021;32;222;21731343.6;79392;273.7220828;103439;16032;6.452033433;2860065;1952039;4812104;58825;1206;48.77694859;0.798636739;47702;911;52.3622393;24;17;12;17;23;23;0.5;81;9.875;1019;60.125;25;14;17;116;116;122;0;5;12.4;météo correcte;20:14:00;05:37:00;17;Tuesday;False;8;August;8.078785977;96.07777778;Vacances scolaires
11/08/2021;32;223;22011927.3;79392;277.2562387;115426;16032;7.199725549;2822637;1938704;4761341;59808;1235;48.42753036;0.812424834;53609;913;58.71741512;29;19;3;19;27;29;0;78;10;1020;24.625;29;15;19;116;116;116;0;7;14.5;météo favorable;20:13:00;05:38:00;19;Wednesday;False;8;August;8.07013795;96.32222222;Vacances scolaires
12/08/2021;32;224;22817503;79392;287.4030507;114238;16032;7.125623752;2785163;1888897;4674060;58992;1260;46.81904762;0.854160391;53938;928;58.12284483;32;22;7;22;29;31;0;70;10;1019;12.375;32;16;22;116;116;116;0;7;14.5;météo favorable;20:11:00;05:39:00;22;Thursday;False;8;August;8.063328988;96.56666667;Vacances scolaires
13/08/2021;33;225;22664826.8;79392;285.4799829;105092;16032;6.555139721;2696456;1875551;4572007;58081;1257;46.20604614;0.84950918;50123;942;53.20912951;31;21;10;21;27;31;0;67;10;1022;8.25;31;16;21;116;116;116;0;7;14.5;météo favorable;20:09:00;05:41:00;21;Friday;False;8;August;8.062123737;96.81111111;Vacances scolaires
14/08/2021;33;226;20721608;79392;261.0037283;96787;16032;6.037113273;2082516;1349347;3431863;54431;1210;44.98429752;0.766947258;51180;941;54.38894793;33;19;6;19;28;31;0;66;10;1023;4;32;14;19;116;116;113;0;7;14.5;météo favorable;20:07:00;05:42:00;19;Saturday;True;8;August;8.095715827;97.05555556;Vacances scolaires
15/08/2021;33;227;19808395;79392;249.5011462;87445;16032;5.454403693;1457167;894561;2351728;51159;1104;46.33967391;0.721296846;44851;927;48.38295577;33;21;6;21;30;31;0.1;68;9.875;1019;17.375;32;15;21;116;116;116;0;7;14.5;météo favorable;20:06:00;05:44:00;22;Sunday;True;8;August;8.095746008;97.5;Vacances scolaires
16/08/2021;33;228;21506099.5;79392;270.8849695;98676;16032;6.15494012;2638773;1826871;4465644;53804;1240;43.39032258;0.807688433;45032;910;49.48571429;25;17;16;17;23;24;0;73;10;1020;49.75;25;12;17;119;122;116;0;6;11.3;météo correcte;20:04:00;05:45:00;17;Monday;False;8;August;7.95281413;97.7;Vacances scolaires
17/08/2021;33;229;21360678.9;79392;269.0532913;113019;16032;7.049588323;2829370;1926240;4755610;56938;1243;45.80691874;0.79260552;50953;907;56.17750827;19;15;13;15;19;18;0;78;10;1021;63.625;19;12;14;116;119;122;0;5;10.2;météo correcte;20:02:00;05:46:00;15;Tuesday;False;8;August;7.864353954;97.9;Vacances scolaires
18/08/2021;33;230;21980343.3;79392;276.8584152;112509;16032;7.017776946;2797136;1929176;4726312;56894;1223;46.52003271;0.817784725;52034;925;56.25297297;22;17;13;17;21;21;0.3;83;10;1020;87.375;24;14;17;176;176;119;0;4;9.1;météo défavorable;20:00:00;05:48:00;17;Wednesday;False;8;August;7.839395805;98.1;Vacances scolaires
19/08/2021;33;231;22758817.5;79392;286.6638641;116494;16032;7.266342315;2826071;1933421;4759492;59475;1239;48.00242131;0.847334605;53663;925;58.01405405;22;15;9;18;20;20;0;71;10;1017;75.375;23;12;18;122;119;122;0;4;9.9;météo défavorable;19:58:00;05:49:00;18;Thursday;False;8;August;7.827502254;98.3;Vacances scolaires
20/08/2021;34;232;22334932;79392;281.3247179;110531;16032;6.894398703;2794029;1959609;4753638;60362;1261;47.86835845;0.828854673;52929;937;56.48772679;28;17;5;17;26;26;0;67;10;1017;11.75;27;14;17;116;116;116;0;6;14.1;météo favorable;19:57:00;05:51:00;18;Friday;False;8;August;7.729490616;98.5;Vacances scolaires
21/08/2021;34;233;22249558.7;79392;280.249379;104518;16032;6.519336327;2140603;1393703;3534306;59583;1195;49.86025105;0.81796489;56518;941;60.06163656;30;19;13;19;28;28;1.3;68;10;1016;38.375;30;16;19;116;116;116;0;7;13.4;météo favorable;19:55:00;05:52:00;20;Saturday;True;8;August;7.571039373;98.7;Vacances scolaires
22/08/2021;34;234;21649169.7;79392;272.6870428;93022;16032;5.802270459;1543270;944132;2487402;54784;1143;47.93000875;0.797968915;49016;908;53.98237885;23;18;18;18;23;22;0.3;81;10;1021;59;25;15;18;353;176;116;0;6;11.1;météo correcte;19:53:00;05:53:00;19;Sunday;True;8;August;7.380177146;98.87777778;Vacances scolaires
23/08/2021;34;235;23968078.5;79392;301.8953862;125038;16032;7.799276447;3002563;1987317;4989880;60609;1269;47.76122931;0.902268347;60695;930;65.26344086;22;16;12;16;19;22;0.9;85;9;1023;80.25;25;14;16;119;266;353;0;5;8.7;météo défavorable;19:51:00;05:55:00;17;Monday;False;8;August;7.164199826;98.95555556;Vacances scolaires
24/08/2021;34;236;25531567.35;79392;321.5886657;158267;16032;9.871943613;3299721;2155174;5454895;64518;1312;49.17530488;0.967166145;71682;922;77.7462039;24;14;22;14;23;23;0;77;10;1024;16;24;12;13;116;116;116;0;6;13.9;météo favorable;19:49:00;05:56:00;15;Tuesday;False;8;August;7.066029232;99.03333333;Vacances scolaires
25/08/2021;34;237;26245860.8;79392;330.5857114;165135;16032;10.30033683;3319111;2168937;5488048;68532;1300;52.71692308;0.986534889;73593;939;78.37380192;25;16;20;16;23;23;0;66;10;1023;8.875;25;11;16;113;116;116;0;5;13.9;météo favorable;19:47:00;05:58:00;17;Wednesday;False;8;August;7.112368006;99.11111111;Vacances scolaires
26/08/2021;34;238;27269435.3;79392;343.4783769;156247;16032;9.745945609;3358991;2173293;5532284;71428;1354;52.75332349;1.032179289;70534;931;75.76154672;23;13;19;13;19;20;0;88;10;1020;26.875;24;13;12;116;116;113;0;5;13.3;météo favorable;19:45:00;05:59:00;14;Thursday;False;8;August;7.277928015;99.18888889;Vacances scolaires
27/08/2021;35;239;27003120.6;79392;340.1239495;146385;16032;9.130800898;3302378;2177277;5479655;72127;1289;55.95577967;1.008899976;67860;942;72.03821656;20;14;15;14;20;19;0;81;10;1022;65.25;20;11;13;119;116;116;0;4;12.1;météo défavorable;19:43:00;06:00:00;15;Friday;False;8;August;7.341313341;99.26666667;Vacances scolaires
28/08/2021;35;240;26024625.2;79392;327.7990881;118796;16032;7.40993014;2481536;1520485;4002021;65899;1256;52.46735669;0.977527417;63384;945;67.07301587;20;12;18;13;16;19;0.1;77;10;1022;72.25;20;12;12;122;122;176;0;5;6.7;météo défavorable;19:41:00;06:02:00;12;Saturday;True;8;August;7.391559623;99.34444444;Vacances scolaires
29/08/2021;35;241;25536300.3;79392;321.6482807;108107;16032;6.743201098;1747442;999807;2747249;62576;1153;54.27233304;0.949281502;57172;944;60.56355932;20;13;17;13;18;19;0;87;10;1022;73.25;20;12;12;122;119;116;0;5;7.9;météo défavorable;19:39:00;06:03:00;13;Sunday;True;8;August;7.296467549;99.38888889;Vacances scolaires
30/08/2021;35;242;28191716.3;79392;355.0951771;167771;16032;10.46475798;3464561;2265667;5730228;69190;1302;53.14132104;1.072045607;73605;922;79.8318872;22;14;15;14;18;21;0;86;10;1021;78.125;24;14;14;122;122;116;0;5;7.9;météo défavorable;19:37:00;06:05:00;14;Monday;False;8;August;7.166244125;99.68888889;Vacances scolaires
31/08/2021;35;243;28814126.6;79392;362.9348876;203610;16032;12.70022455;3804121;2427881;6232002;73974;1369;54.03506209;1.096706316;88080;930;94.70967742;25;13;17;13;22;24;0;91;10;1024;32;25;12;12;119;116;116;0;5;11.6;météo favorable;19:35:00;06:06:00;14;Tuesday;False;8;August;7.209862533;99.98888889;Vacances scolaires
01/09/2021;35;244;28330751.9;79392;356.8464316;210621;16032;13.13753743;4105629;2521346;6626975;76270;1348;56.58011869;1.066054217;91264;942;96.88322718;26;11;16;11;22;25;0;87;10;1026;7;26;12;10;116;113;116;0;5;11.6;météo favorable;19:33:00;06:07:00;13;Wednesday;False;9;September;7.38566818;100.2888889;Vacances scolaires
02/09/2021;35;245;28373851.3;79392;357.3892999;220459;16032;13.75118513;4266408;2805074;7071482;76813;1361;56.43864805;1.068483869;95800;932;102.7896996;29;14;22;14;28;25;0;80;10;1024;0;28;12;13;113;113;113;0;6;11.6;météo favorable;19:31:00;06:09:00;15;Thursday;False;9;September;7.596760109;100.5888889;Semaine
03/09/2021;36;246;30186986.6;79392;380.2270581;210880;16032;13.15369261;4359714;2920359;7280073;80670;1398;57.70386266;1.145074216;93142;958;97.22546973;29;15;10;15;27;27;0;78;10;1020;20.125;28;13;15;116;116;116;0;6;11.6;météo favorable;19:29:00;06:10:00;16;Friday;False;9;September;7.813083511;100.8888889;Semaine
04/09/2021;36;247;28121386.6;79392;354.2093234;154825;16032;9.657248004;2861657;1811203;4672860;71070;1296;54.83796296;1.062876812;80813;962;84.00519751;28;18;6;18;26;24;0.4;87;10;1016;63.25;28;17;18;353;116;176;0;6;9.1;météo correcte;19:27:00;06:12:00;19;Saturday;True;9;September;7.995420449;101.1888889;Weekend
05/09/2021;36;248;26331364.6;79392;331.662694;150990;16032;9.418038922;2039932;1154905;3194837;67790;1187;57.11036226;0.974760266;72816;945;77.05396825;31;18;8;18;31;29;0;66;10;1019;18.875;30;13;18;116;116;116;0;7;11.6;météo favorable;19:25:00;06:13:00;19;Sunday;True;9;September;8.054795651;101.5;Weekend
06/09/2021;36;249;28549675.2;79392;359.6039299;217243;16032;13.55058633;4557112;3118679;7675791;76508;1349;56.71460341;1.075366866;90909;948;95.89556962;30;19;10;19;30;28;0;72;10;1022;14;31;16;19;116;116;116;0;7;11.6;météo favorable;19:22:00;06:14:00;20;Monday;False;9;September;8.111728157;101.4;Semaine
07/09/2021;36;250;29176083.9;79392;367.4940032;239443;16032;14.93531687;4880003;3248791;8128794;80218;1372;58.46793003;1.09715454;100327;933;107.5316184;31;19;18;19;30;29;0;75;10;1022;1.625;30;15;19;113;116;113;0;7;11.6;météo favorable;19:20:00;06:16:00;20;Tuesday;False;9;September;8.329590818;101.3;Semaine
08/09/2021;36;251;29277386.5;79392;368.7699831;230321;16032;14.36632984;4794950;3176983;7971933;78238;1399;55.92423159;1.110715783;97373;929;104.8148547;33;19;9;19;31;31;0.1;61;10;1016;17.5;32;18;19;116;116;176;0;7;10.3;météo favorable;19:18:00;06:17:00;20;Wednesday;False;9;September;8.667795458;101.2;Semaine
09/09/2021;36;252;29841156.8;79392;375.8710802;217165;16032;13.54572106;4966414;3276402;8242816;82715;1370;60.37591241;1.120122171;91966;942;97.62845011;28;19;16;19;26;26;0.7;86;9.75;1013;68.25;28;18;19;176;119;116;0;5;9;météo défavorable;19:16:00;06:19:00;20;Thursday;False;9;September;8.956578778;101.1;Semaine
10/09/2021;37;253;30754827.7;79392;387.3794299;187316;16032;11.68388224;4846061;3247201;8093262;83383;1370;60.86350365;1.159249857;82775;947;87.40760296;23;18;14;18;23;23;0.3;83;10;1016;76.5;25;16;18;176;122;176;0;5;6.5;météo défavorable;19:14:00;06:20:00;20;Friday;False;9;September;9.20034729;101;Semaine
11/09/2021;37;254;28905141;79392;364.0812802;168822;16032;10.53031437;3137796;1979520;5117316;73417;1303;56.34458941;1.092576766;88163;965;91.36062176;25;17;12;17;23;25;0;71;10;1019;31.75;25;14;17;116;116;116;0;5;11.6;météo favorable;19:12:00;06:21:00;19;Saturday;True;9;September;9.369116606;100.9;Weekend
12/09/2021;37;255;27710138.8;79392;349.0293581;153461;16032;9.572168164;2069506;1241817;3311323;69293;1202;57.64808652;1.034509101;77682;946;82.11627907;29;15;5;15;26;27;0;67;10;1018;4;28;10;15;116;116;116;0;6;11.6;météo favorable;19:10:00;06:23:00;16;Sunday;True;9;September;9.476554955;100.6333333;Weekend
13/09/2021;37;256;27510283.9;79392;346.5120403;219648;16032;13.7005988;4905124;3236922;8142046;74693;1356;55.08333333;1.034677514;92589;924;100.2045455;30;15;9;15;26;27;0;66;10;1018;6.125;29;12;15;116;116;116;0;6;11.6;météo favorable;19:08:00;06:24:00;17;Monday;False;9;September;9.555475742;100.6555556;Semaine
14/09/2021;37;257;26637759.5;79392;335.5219607;161492;16032;10.07310379;5191377;3358012;8549389;77436;1384;55.95086705;0.99257869;66198;916;72.26855895;24;18;10;18;21;23;0.2;79;10;1017;46.625;25;16;18;176;116;116;0;5;11.6;météo favorable;19:05:00;06:26:00;18;Tuesday;False;9;September;9.785974422;100.6777778;Semaine
15/09/2021;37;258;27585468;79392;347.4590387;158255;16032;9.87119511;5050936;3245796;8296732;77044;1330;57.92781955;1.027940744;66623;912;73.05153509;25;17;6;17;24;22;0.8;88;10;1014;55.375;26;17;17;116;176;353;0;6;7.7;météo correcte;19:03:00;06:27:00;18;Wednesday;False;9;September;9.916167665;100.7;Semaine
16/09/2021;37;259;28922660.4;79392;364.3019498;231246;16032;14.42402695;5166663;3412545;8579208;80290;1349;59.5181616;1.082092892;99289;934;106.3051392;24;13;8;13;21;24;0;82;10;1020;9.5;25;11;13;116;116;116;0;5;11.6;météo favorable;19:01:00;06:28:00;14;Thursday;False;9;September;10.05864481;100.7222222;Semaine
17/09/2021;38;260;30454386.5;79392;383.5951544;221752;16032;13.83183633;5119884;3421976;8541860;83313;1398;59.5944206;1.150320012;97219;936;103.866453;23;15;8;15;22;23;0;74;10;1017;41.625;25;12;15;116;119;119;0;6;7.5;météo correcte;18:59:00;06:30:00;16;Friday;False;9;September;10.32538954;100.7444444;Semaine
18/09/2021;38;261;28509869.7;79392;359.1025506;181944;16032;11.3488024;3322670;2014090;5336760;76096;1298;58.62557781;1.066802136;94571;949;99.65331928;21;15;12;17;21;17;1.6;82;10;1014;45.125;21;14;17;116;116;353;0;5;8.9;météo favorable;18:57:00;06:31:00;19;Saturday;True;9;September;10.54417174;100.7666667;Weekend
19/09/2021;38;262;23609655;79392;297.3807814;196221;16032;12.23933383;2296256;1248645;3544901;59411;1217;48.81758422;0.882489421;109016;950;114.7536842;22;16;7;16;22;21;0.2;74;10;1016;51.875;25;12;16;116;116;176;0;5;8.9;météo favorable;18:55:00;06:33:00;17;Sunday;True;9;September;10.68388224;100.6666667;Weekend
20/09/2021;38;263;27572172.3;79392;347.2915697;176518;16032;11.01035429;5005170;3352057;8357227;69840;1285;54.35019455;1.040048034;74235;874;84.93707094;19;14;9;14;18;19;1.1;94;10;1021;67.625;19;13;13;353;119;116;0;4;10.2;météo défavorable;18:52:00;06:34:00;14;Monday;False;9;September;10.84430132;100.1777778;Semaine
21/09/2021;38;264;28522750.7;79392;359.2647962;233577;16032;14.56942365;5335693;3501883;8837576;80688;1370;58.89635036;1.066416826;96436;914;105.5098468;22;13;13;13;20;20;0;69;10;1030;21.125;24;9;12;116;116;116;0;5;10.2;météo favorable;18:50:00;06:36:00;14;Tuesday;False;9;September;10.97707408;99.68888889;Semaine
22/09/2021;38;265;28547779;79392;359.5800458;229451;16032;14.31206337;5257405;3424251;8681656;79289;1338;59.2593423;1.066247324;100311;919;109.1523395;23;11;10;11;20;23;0;73;10;1029;3.5;24;9;11;116;116;113;0;5;11.6;météo favorable;18:48:00;06:37:00;12;Wednesday;False;9;September;11.23675431;99.2;Semaine
23/09/2021;38;266;29642926.6;79392;373.3742266;240724;16032;15.01521956;5386113;3440298;8826411;83739;1340;62.49179104;1.1037453;103379;936;110.4476496;26;13;9;13;24;25;0;66;10;1025;1.625;25;9;13;113;113;113;0;6;11.6;météo favorable;18:46:00;06:39:00;14;Thursday;False;9;September;11.51126376;98.71111111;Semaine
24/09/2021;39;267;30251715.4;79392;381.0423645;216096;16032;13.47904192;5228960;3385019;8613979;84193;1396;60.31017192;1.138715506;96084;937;102.5442903;24;15;6;15;21;24;0;84;10;1020;25.625;25;13;15;116;119;116;0;6;10.2;météo correcte;18:44:00;06:40:00;15;Friday;False;9;September;11.74403612;98.22222222;Semaine
25/09/2021;39;268;28484651.8;79392;358.7849128;180956;16032;11.28717565;3378244;2004213;5382457;77904;1292;60.29721362;1.059739494;92481;959;96.43482795;26;15;7;15;24;25;0;63;10;1017;19.75;26;10;15;116;116;116;0;6;11.6;météo favorable;18:42:00;06:41:00;16;Saturday;True;9;September;11.86039413;97.73333333;Weekend
26/09/2021;39;269;27036312.1;79392;340.5420206;117960;16032;7.357784431;2058009;1203880;3261889;70639;1232;57.33685065;1.005480977;58589;934;62.72912206;25;18;18;18;23;22;0;70;10;1016;45;25;13;18;116;116;122;0;6;8.8;météo favorable;18:40:00;06:43:00;19;Sunday;True;9;September;11.89222764;97.32222222;Weekend
27/09/2021;39;270;27837653.05;79392;350.6354929;166170;16032;10.36489521;5085808;3300173;8385981;74211;1333;55.67216804;1.047226688;68675;891;77.07631874;21;15;17;16;20;20;1.7;85;9.875;1026;60.625;21;14;14;122;299;116;0;5;8.8;météo correcte;18:37:00;06:44:00;17;Monday;False;9;September;11.81519018;96.88888889;Semaine
28/09/2021;39;271;28441681.4;79392;358.2436694;225039;16032;14.03686377;5489474;3499615;8989089;79827;1398;57.10085837;1.069166103;96572;909;106.239824;19;12;7;12;17;18;0;82;10;1025;24.125;19;9;12;116;116;116;0;5;11.6;météo favorable;18:35:00;06:46:00;12;Tuesday;False;9;September;11.85499968;96.45555556;Semaine
29/09/2021;39;272;29214601;79392;367.9791541;192926;16032;12.03380739;5387149;3396652;8783801;81281;1399;58.09935668;1.100185571;84950;919;92.43743199;18;12;18;13;16;16;0.3;87;10;1030;29.75;18;11;11;353;116;116;0;5;11.6;météo favorable;18:33:00;06:47:00;14;Wednesday;False;9;September;12.06877173;96.02222222;Semaine
30/09/2021;39;273;29748288.3;79392;374.7013339;220513;16032;13.75455339;5529818;3485579;9015397;83293;1412;58.98937677;1.120891851;98199;931;105.4769066;17;9;14;9;15;17;0;63;10;1030;33.375;17;3;9;122;116;116;0;4;11.6;météo correcte;18:31:00;06:49:00;10;Thursday;False;9;September;12.23943645;95.58888889;Semaine
01/10/2021;40;274;30213877.5;79392;380.5657686;155606;16032;9.705963074;4961318;2957547;7918865;84375;1399;60.31093638;1.137020704;69304;922;75.1670282;18;11;18;11;17;15;0.2;49;9;1024;46.125;18;11;9;116;116;266;0;4;8.7;météo favorable;18:29:00;06:50:00;11;Friday;False;10;October;12.34555888;95.15555556;Semaine
02/10/2021;40;275;27287416.3;79392;343.7048607;106765;16032;6.659493513;3298098;1856492;5154590;71798;1274;56.35635793;1.02019131;55433;922;60.12255965;17;12;24;12;16;17;2.4;89;9.75;1016;95.375;17;14;13;122;119;296;0;3;5.9;météo défavorable;18:27:00;06:52:00;13;Saturday;True;10;October;12.2489698;94.72222222;Weekend
