date;numsem;day;sum_trafic_compteur;count_trafic_compteur;mean_trafic_compteur;sum_velo_compteur;count_velo_compteur;mean_velo_compteur;sum_ferre_valid;sum_surface_valid;sum_total_valid;sum_trafic_infra;count_trafic_infra;mean_trafic_infra;varmean_trafic;sum_velo_infra;count_velo_infra;mean_velo_infra;max_temperature_c;min_temperature_c;windspeed_max_kmh;temperature_morning_c;temperature_noon_c;temperature_evening_c;precip_total_day_mm;humidity_max_percent;visibility_avg_km;pressure_max_mb;cloudcover_avg_percent;heatindex_max_c;dewpoint_max_c;windtemp_max_c;weather_code_morning;weather_code_noon;weather_code_evening;total_snow_mm;uv_index;sunhour;opinion;sunset;sunrise;temperature_night_c;weekday;IsWeekend;Mois;Nom_mois;glissmean_velo_compteur;trend_glissmean_90;Typejour
20/12/2021;51;354;27122109.8;79392;341.6227051;122860;16032;7.663423154;4417008;2683230;7100238;73240;1335;54.86142322;1.018106463;57193;908;62.98788546;7;3;17;5;5;7;0;87;10;1028;41.625;7;4;1;113;119;113;0;3;4.9;météo très défavorable;16:56:00;08:41:00;6;Monday;False;12;December;8.564748527;45;Vacances scolaires
21/12/2021;51;355;27219215.2;79392;342.8458182;124969;16032;7.794972555;4603741;2780791;7384532;75472;1360;55.49411765;1.020202664;58950;879;67.06484642;7;0;12;1;5;5;0;67;10;1026;0;7;0;-3;113;113;113;0;2;8.2;météo très défavorable;16:56:00;08:41:00;1;Tuesday;False;12;December;8.471439178;44.68888889;Vacances scolaires
22/12/2021;51;356;27032857.3;79392;340.4985049;99245;16032;6.190431637;4245940;2607186;6853126;49230;1053;46.75213675;1.042906051;42803;764;56.02486911;6;-1;9;-1;5;3;0;67;10;1025;27.125;6;0;-3;116;113;116;0;2;6.8;météo très défavorable;16:57:00;08:42:00;0;Wednesday;False;12;December;8.473511646;44.37777778;Vacances scolaires
23/12/2021;51;357;27303526.8;79392;343.9077842;90554;16032;5.648328343;3917157;2528171;6445328;45658;967;47.21613237;1.053362875;41973;779;53.88061617;8;1;12;1;6;7;0;81;9;1019;25.5;8;6;-2;116;113;113;0;2;8.2;météo très défavorable;16:57:00;08:42:00;1;Thursday;False;12;December;8.519949014;44.06666667;Vacances scolaires
24/12/2021;52;358;24911498.2;79392;313.7784437;51493;16032;3.211888723;2928005;2067942;4995947;39816;876;45.45205479;0.952655913;25068;748;33.51336898;9;7;11;7;9;9;0.8;97;4.75;1013;95.375;9;8;5;266;176;122;0;2;3.1;météo défavorable;16:58:00;08:43:00;7;Friday;False;12;December;8.372596541;43.75555556;Vacances scolaires
25/12/2021;52;359;20895930.9;79392;263.1994521;27898;16032;1.740144711;1355443;815364;2170807;31976;732;43.68306011;0.779362737;13037;699;18.6509299;10;8;9;8;9;9;2.4;98;3.875;1005;81.5;10;8;7;296;266;143;0;2;4.9;météo défavorable;16:59:00;08:43:00;8;Saturday;True;12;December;8.114024974;43.44444444;Vacances scolaires
26/12/2021;52;360;21626865.5;79392;272.4061051;35381;16032;2.206898703;1667629;986058;2653687;33586;773;43.44890039;0.812881043;17411;715;24.35104895;10;9;16;9;10;10;0.6;96;7;1004;94;10;8;7;266;176;122;0;2;3.1;météo défavorable;16:59:00;08:43:00;9;Sunday;True;12;December;7.81656747;43.15555556;Vacances scolaires
27/12/2021;52;361;23906914.6;79392;301.1249824;57949;16032;3.614583333;3056817;2068455;5125272;39282;908;43.26211454;0.915506622;27527;753;36.5564409;11;8;17;8;8;11;1.1;92;8.875;1004;97.625;11;9;5;122;296;176;0;2;3.2;météo défavorable;17:00:00;08:43:00;8;Monday;False;12;December;7.528399854;43.07777778;Vacances scolaires
28/12/2021;52;362;24195385.5;79392;304.7584832;70732;16032;4.411926148;3310450;2222046;5532496;41019;917;44.73173391;0.923189185;34163;754;45.30901857;12;10;26;11;11;11;0.5;84;10;1005;92.5;12;9;8;176;122;119;0;3;3.2;météo défavorable;17:01:00;08:44:00;11;Tuesday;False;12;December;7.347899966;43;Vacances scolaires
29/12/2021;52;363;24486253.4;79392;308.422176;57714;16032;3.59992515;3286128;2186701;5472829;38914;839;46.38140644;0.930339687;24886;690;36.06666667;15;9;23;12;14;15;0.3;94;9;1013;99.625;15;14;10;266;122;176;0;3;3.2;météo défavorable;17:02:00;08:44:00;10;Wednesday;False;12;December;7.33506475;42.92222222;Vacances scolaires
30/12/2021;52;364;25308778.4;79392;318.7824768;88481;16032;5.519024451;3386855;2260727;5647582;36926;743;49.69851952;0.955345556;35346;571;61.90192644;14;13;14;13;13;13;0.1;91;10;1024;84.375;14;13;12;122;119;122;0;3;3.2;météo défavorable;17:03:00;08:44:00;14;Thursday;False;12;December;7.312704229;42.84444444;Vacances scolaires
31/12/2021;52;365;25011874.1;79392;315.0427512;84185;16032;5.251060379;2091671;1864366;3956037;42735;941;45.41445271;0.957278164;42162;796;52.96733668;16;9;12;10;12;13;0;90;10;1026;3.5;16;11;8;113;113;113;0;4;8.6;météo correcte;17:04:00;08:44:00;10;Friday;False;12;December;7.163573056;42.76666667;Vacances scolaires
